Order_ID,Order_Date,Delivery_Date,Product_ID,Category,Supplier,Price,Quantity,Region,City,Marketing_Channel,Return_Status,Return_Date,Return_Reason
ORD100234,2024-04-13,2024-04-21,P1122,Electronics,Supplier D,1471.06,1,West,Chennai,Ads,Yes,2024-04-28,Damaged
ORD100235,2024-04-28,2024-05-07,P1144,Electronics,Supplier A,1356.01,3,West,Mumbai,Email,No,,
ORD100236,2024-05-12,2024-05-16,P1037,Home,Supplier C,973.53,3,West,Bangalore,Email,No,,
ORD100237,2024-11-07,2024-11-14,P1023,Home,Supplier A,1042.83,4,East,Delhi,Social Media,No,,
ORD100238,2024-04-05,2024-04-14,P1068,Home,Supplier A,86.88,4,West,Hyderabad,Social Media,No,,
ORD100239,2024-11-26,2024-12-05,P1115,Home,Supplier A,1008.18,2,East,Mumbai,Ads,No,,
ORD100240,2024-05-22,2024-05-28,P1097,Sports,Supplier A,75.81,4,South,Kolkata,Organic,No,,
ORD100241,2024-10-14,2024-10-21,P1197,Sports,Supplier C,886.51,4,South,Kolkata,Organic,No,,
ORD100242,2024-01-28,2024-02-06,P1138,Electronics,Supplier A,1499.04,4,West,Mumbai,Email,Yes,2024-02-13,Size Issue
ORD100243,2024-10-04,2024-10-09,P1143,Fashion,Supplier D,838.15,4,South,Kolkata,Ads,Yes,2024-10-14,Late Delivery
ORD100244,2024-08-20,2024-08-23,P1096,Fashion,Supplier B,715.08,1,East,Mumbai,Organic,No,,
ORD100245,2024-01-17,2024-01-25,P1123,Beauty,Supplier D,476.15,4,South,Delhi,Organic,Yes,2024-01-27,Wrong Item
ORD100246,2024-02-28,2024-03-04,P1186,Sports,Supplier B,189.58,1,West,Mumbai,Email,No,,
ORD100247,2024-03-30,2024-04-01,P1069,Home,Supplier D,1099.23,1,East,Bangalore,Ads,No,,
ORD100248,2024-07-17,2024-07-22,P1092,Home,Supplier D,296.97,4,North,Bangalore,Organic,Yes,2024-08-02,Not as Described
ORD100249,2024-12-27,2025-01-02,P1002,Beauty,Supplier B,181.77,3,East,Chennai,Social Media,No,,
ORD100250,2024-01-26,2024-02-01,P1147,Fashion,Supplier C,638.43,1,South,Kolkata,Social Media,No,,
ORD100251,2024-01-25,2024-02-03,P1186,Home,Supplier A,1195.06,3,North,Hyderabad,Email,Yes,2024-02-09,Wrong Item
ORD100252,2024-10-27,2024-11-01,P1163,Fashion,Supplier D,1120.15,3,East,Kolkata,Email,No,,
ORD100253,2024-12-04,2024-12-10,P1146,Beauty,Supplier C,91.78,4,North,Mumbai,Email,No,,
ORD100254,2024-09-23,2024-09-26,P1089,Fashion,Supplier A,688.16,2,North,Hyderabad,Email,No,,
ORD100255,2024-06-29,2024-07-06,P1194,Fashion,Supplier C,788.43,4,North,Hyderabad,Organic,No,,
ORD100256,2024-12-25,2024-12-30,P1146,Fashion,Supplier C,970.37,2,East,Kolkata,Ads,No,,
ORD100257,2024-03-08,2024-03-16,P1147,Home,Supplier A,978.75,2,South,Hyderabad,Email,No,,
ORD100258,2024-12-16,2024-12-19,P1095,Electronics,Supplier D,553.4,4,East,Hyderabad,Email,Yes,2024-12-29,Size Issue
ORD100259,2024-11-16,2024-11-25,P1198,Sports,Supplier C,845.41,4,South,Bangalore,Organic,No,,
ORD100260,2024-02-18,2024-02-25,P1051,Fashion,Supplier D,726.78,2,East,Delhi,Email,No,,
ORD100261,2024-06-23,2024-07-01,P1160,Fashion,Supplier D,1328.65,4,East,Mumbai,Email,Yes,2024-07-04,No Longer Needed
ORD100262,2024-02-21,2024-03-01,P1167,Fashion,Supplier D,800.1,2,East,Kolkata,Ads,No,,
ORD100263,2024-04-11,2024-04-19,P1127,Electronics,Supplier A,667.14,3,South,Bangalore,Social Media,No,,
ORD100264,2024-08-03,2024-08-12,P1038,Beauty,Supplier B,612.68,4,East,Chennai,Email,No,,
ORD100265,2024-07-06,2024-07-14,P1081,Home,Supplier D,862.92,3,North,Hyderabad,Organic,No,,
ORD100266,2024-02-26,2024-03-04,P1103,Electronics,Supplier B,1207.93,1,East,Hyderabad,Ads,No,,
ORD100267,2024-02-16,2024-02-19,P1128,Fashion,Supplier B,812.22,3,North,Kolkata,Organic,No,,
ORD100268,2024-06-07,2024-06-15,P1010,Electronics,Supplier C,995.87,3,West,Delhi,Ads,No,,
ORD100269,2024-06-22,2024-06-30,P1184,Electronics,Supplier D,1109.41,2,West,Delhi,Ads,No,,
ORD100270,2024-08-29,2024-09-02,P1177,Electronics,Supplier D,785.05,3,South,Kolkata,Email,No,,
ORD100271,2024-10-08,2024-10-13,P1150,Beauty,Supplier D,645.96,4,South,Kolkata,Email,No,,
ORD100272,2024-08-28,2024-09-04,P1158,Sports,Supplier B,1316.23,2,West,Bangalore,Email,No,,
ORD100273,2024-01-05,2024-01-14,P1041,Home,Supplier A,632.08,1,East,Kolkata,Social Media,No,,
ORD100274,2024-03-24,2024-03-31,P1098,Beauty,Supplier B,698.29,4,East,Chennai,Social Media,No,,
ORD100275,2024-11-03,2024-11-09,P1006,Beauty,Supplier D,1485.61,1,East,Bangalore,Organic,No,,
ORD100276,2024-12-26,2025-01-04,P1143,Sports,Supplier D,10.35,3,West,Hyderabad,Email,Yes,2025-01-08,Size Issue
ORD100277,2024-09-04,2024-09-11,P1089,Beauty,Supplier D,286.35,4,North,Hyderabad,Social Media,No,,
ORD100278,2024-02-23,2024-02-26,P1111,Electronics,Supplier B,582.11,4,South,Hyderabad,Email,No,,
ORD100279,2024-06-09,2024-06-18,P1059,Electronics,Supplier D,1399.56,1,North,Hyderabad,Social Media,Yes,2024-07-01,Damaged
ORD100280,2024-08-13,2024-08-22,P1112,Fashion,Supplier C,114.34,4,West,Mumbai,Social Media,No,,
ORD100281,2024-01-15,2024-01-22,P1001,Beauty,Supplier D,24.13,4,North,Chennai,Ads,No,,
ORD100282,2024-08-11,2024-08-20,P1128,Fashion,Supplier A,88.5,4,East,Bangalore,Email,No,,
ORD100283,2024-03-01,2024-03-05,P1047,Home,Supplier C,141.93,3,East,Bangalore,Email,No,,
ORD100284,2024-05-01,2024-05-06,P1139,Electronics,Supplier D,66.02,1,North,Hyderabad,Social Media,No,,
ORD100285,2024-10-03,2024-10-12,P1196,Home,Supplier C,724.87,4,West,Delhi,Email,No,,
ORD100286,2024-02-15,2024-02-20,P1036,Sports,Supplier D,875.33,2,North,Bangalore,Social Media,Yes,2024-03-01,Damaged
ORD100287,2024-10-20,2024-10-27,P1159,Electronics,Supplier A,414.81,2,East,Chennai,Email,No,,
ORD100288,2024-03-02,2024-03-10,P1008,Home,Supplier D,603.45,2,East,Kolkata,Ads,No,,
ORD100289,2024-03-26,2024-03-28,P1098,Sports,Supplier C,146.63,2,West,Chennai,Email,No,,
ORD100290,2024-07-28,2024-07-30,P1146,Home,Supplier A,511.19,3,North,Hyderabad,Ads,No,,
ORD100291,2024-03-18,2024-03-26,P1047,Sports,Supplier B,788.55,4,East,Hyderabad,Organic,No,,
ORD100292,2024-07-20,2024-07-28,P1130,Sports,Supplier A,1101.08,1,East,Mumbai,Email,No,,
ORD100293,2024-10-28,2024-11-05,P1147,Electronics,Supplier A,14.99,4,North,Bangalore,Email,No,,
ORD100294,2024-08-10,2024-08-13,P1151,Fashion,Supplier A,706.29,3,North,Bangalore,Email,Yes,2024-08-25,Size Issue
ORD100295,2024-08-09,2024-08-11,P1053,Sports,Supplier C,452.53,2,South,Bangalore,Ads,No,,
ORD100296,2024-01-03,2024-01-11,P1119,Sports,Supplier A,1280.7,3,West,Hyderabad,Email,No,,
ORD100297,2024-01-06,2024-01-09,P1160,Electronics,Supplier D,1076.17,4,West,Bangalore,Email,No,,
ORD100298,2024-04-02,2024-04-08,P1151,Fashion,Supplier A,887.77,1,North,Delhi,Social Media,No,,
ORD100299,2024-01-08,2024-01-17,P1115,Beauty,Supplier A,423.13,3,West,Delhi,Organic,Yes,2024-01-28,Late Delivery
ORD100300,2024-08-22,2024-08-25,P1074,Beauty,Supplier D,1366.41,1,East,Kolkata,Ads,Yes,2024-08-27,Late Delivery
ORD100301,2024-04-17,2024-04-19,P1112,Fashion,Supplier D,77.2,3,North,Bangalore,Social Media,No,,
ORD100302,2024-06-09,2024-06-16,P1199,Home,Supplier B,173.11,1,North,Mumbai,Ads,No,,
ORD100303,2024-07-27,2024-08-02,P1163,Electronics,Supplier A,593.53,1,North,Kolkata,Social Media,No,,
ORD100304,2024-08-27,2024-08-29,P1165,Fashion,Supplier C,195.41,2,South,Hyderabad,Organic,No,,
ORD100305,2024-11-26,2024-12-05,P1103,Beauty,Supplier A,1435.06,1,West,Bangalore,Social Media,Yes,2024-12-19,Not as Described
ORD100306,2024-11-28,2024-12-01,P1083,Sports,Supplier A,1199.0,2,South,Delhi,Ads,No,,
ORD100307,2024-02-19,2024-02-23,P1111,Beauty,Supplier D,395.88,4,East,Mumbai,Email,No,,
ORD100308,2024-01-11,2024-01-16,P1098,Sports,Supplier B,886.95,4,West,Kolkata,Email,No,,
ORD100309,2024-12-16,2024-12-25,P1152,Electronics,Supplier A,1473.67,2,South,Mumbai,Organic,No,,
ORD100310,2024-06-04,2024-06-06,P1092,Sports,Supplier C,1327.46,2,North,Bangalore,Ads,Yes,2024-06-08,Damaged
ORD100311,2024-03-10,2024-03-18,P1145,Fashion,Supplier A,905.19,3,South,Chennai,Ads,Yes,2024-03-30,Not as Described
ORD100312,2024-06-17,2024-06-20,P1127,Sports,Supplier C,1356.55,3,North,Mumbai,Ads,No,,
ORD100313,2024-09-28,2024-10-06,P1109,Home,Supplier D,1483.89,3,South,Mumbai,Organic,No,,
ORD100314,2024-03-08,2024-03-16,P1081,Fashion,Supplier B,1117.6,4,South,Hyderabad,Email,Yes,2024-03-24,Damaged
ORD100315,2024-12-20,2024-12-28,P1193,Electronics,Supplier A,106.83,3,South,Delhi,Social Media,Yes,2025-01-05,Size Issue
ORD100316,2024-09-08,2024-09-16,P1053,Fashion,Supplier B,608.35,1,North,Bangalore,Organic,Yes,2024-09-26,Late Delivery
ORD100317,2024-02-17,2024-02-25,P1162,Home,Supplier A,1258.36,1,South,Mumbai,Social Media,No,,
ORD100318,2024-07-02,2024-07-08,P1188,Electronics,Supplier C,353.55,3,West,Bangalore,Email,No,,
ORD100319,2024-11-15,2024-11-17,P1168,Beauty,Supplier B,1247.66,1,West,Delhi,Organic,No,,
ORD100320,2024-07-05,2024-07-14,P1160,Home,Supplier A,189.3,4,West,Hyderabad,Email,No,,
ORD100321,2024-03-30,2024-04-01,P1067,Electronics,Supplier D,79.95,1,North,Bangalore,Social Media,No,,
ORD100322,2024-11-27,2024-12-06,P1032,Sports,Supplier C,582.3,4,North,Delhi,Ads,Yes,2024-12-12,Late Delivery
ORD100323,2024-05-18,2024-05-23,P1141,Fashion,Supplier B,64.73,2,West,Delhi,Ads,No,,
ORD100324,2024-12-22,2024-12-25,P1020,Electronics,Supplier A,1436.33,2,West,Kolkata,Social Media,Yes,2025-01-07,Size Issue
ORD100325,2024-03-29,2024-04-02,P1047,Fashion,Supplier B,1241.05,2,West,Hyderabad,Ads,No,,
ORD100326,2024-09-30,2024-10-06,P1147,Sports,Supplier A,1203.15,2,East,Hyderabad,Social Media,No,,
ORD100327,2024-01-19,2024-01-22,P1127,Electronics,Supplier C,948.37,1,West,Bangalore,Organic,No,,
ORD100328,2024-11-06,2024-11-12,P1135,Beauty,Supplier D,332.32,3,South,Chennai,Organic,No,,
ORD100329,2024-12-23,2025-01-01,P1134,Home,Supplier C,782.21,1,East,Kolkata,Organic,No,,
ORD100330,2024-06-02,2024-06-04,P1194,Electronics,Supplier B,899.94,4,East,Hyderabad,Ads,No,,
ORD100331,2024-09-16,2024-09-24,P1144,Sports,Supplier B,792.3,1,North,Delhi,Email,No,,
ORD100332,2024-04-17,2024-04-22,P1127,Electronics,Supplier A,397.75,1,South,Hyderabad,Ads,No,,
ORD100333,2024-10-11,2024-10-16,P1032,Fashion,Supplier C,777.72,4,North,Chennai,Ads,No,,
ORD100334,2024-02-28,2024-03-06,P1175,Electronics,Supplier A,741.87,2,North,Mumbai,Email,No,,
ORD100335,2024-05-04,2024-05-08,P1186,Beauty,Supplier C,1494.54,2,South,Mumbai,Email,No,,
ORD100336,2024-12-19,2024-12-24,P1114,Electronics,Supplier B,1347.18,2,North,Hyderabad,Email,No,,
ORD100337,2024-09-29,2024-10-07,P1118,Home,Supplier A,700.44,3,South,Hyderabad,Email,No,,
ORD100338,2024-04-16,2024-04-18,P1021,Electronics,Supplier A,938.18,4,South,Kolkata,Ads,No,,
ORD100339,2024-10-25,2024-10-29,P1157,Fashion,Supplier C,1124.33,4,North,Hyderabad,Social Media,No,,
ORD100340,2024-09-01,2024-09-10,P1037,Electronics,Supplier D,61.95,1,West,Chennai,Organic,No,,
ORD100341,2024-12-01,2024-12-04,P1108,Beauty,Supplier C,1343.43,3,North,Hyderabad,Social Media,Yes,2024-12-09,Not as Described
ORD100342,2024-09-03,2024-09-12,P1050,Sports,Supplier D,1291.59,2,East,Bangalore,Ads,No,,
ORD100343,2024-01-08,2024-01-16,P1181,Electronics,Supplier C,691.57,3,North,Chennai,Email,No,,
ORD100344,2024-05-20,2024-05-28,P1007,Electronics,Supplier B,592.84,4,South,Kolkata,Organic,No,,
ORD100345,2024-12-27,2025-01-01,P1026,Home,Supplier A,416.71,4,East,Bangalore,Organic,No,,
ORD100346,2024-01-08,2024-01-12,P1026,Beauty,Supplier C,720.25,1,South,Bangalore,Social Media,No,,
ORD100347,2024-12-17,2024-12-19,P1020,Sports,Supplier B,76.12,1,West,Mumbai,Ads,Yes,2024-12-27,Not as Described
ORD100348,2024-04-03,2024-04-12,P1029,Fashion,Supplier C,1279.77,4,West,Chennai,Ads,No,,
ORD100349,2024-11-16,2024-11-23,P1096,Electronics,Supplier A,62.78,2,East,Bangalore,Ads,Yes,2024-11-27,Wrong Item
ORD100350,2024-02-08,2024-02-17,P1027,Sports,Supplier C,500.29,2,West,Kolkata,Organic,No,,
ORD100351,2024-03-21,2024-03-27,P1110,Fashion,Supplier D,1398.07,3,West,Mumbai,Social Media,No,,
ORD100352,2024-07-05,2024-07-11,P1191,Beauty,Supplier A,1105.47,4,North,Bangalore,Organic,No,,
ORD100353,2024-03-24,2024-03-26,P1196,Beauty,Supplier D,429.27,4,North,Chennai,Organic,Yes,2024-04-06,Damaged
ORD100354,2024-03-28,2024-03-30,P1060,Sports,Supplier B,386.45,2,West,Mumbai,Email,No,,
ORD100355,2024-08-29,2024-09-04,P1047,Fashion,Supplier B,17.57,2,West,Chennai,Social Media,Yes,2024-09-08,Not as Described
ORD100356,2024-12-07,2024-12-14,P1146,Beauty,Supplier C,1046.61,4,North,Chennai,Email,No,,
ORD100357,2024-04-02,2024-04-06,P1003,Sports,Supplier D,82.69,1,West,Chennai,Ads,No,,
ORD100358,2024-03-26,2024-04-01,P1034,Beauty,Supplier D,803.58,4,West,Mumbai,Organic,No,,
ORD100359,2024-02-13,2024-02-15,P1191,Beauty,Supplier A,1443.56,4,South,Bangalore,Social Media,Yes,2024-02-20,Size Issue
ORD100360,2024-05-16,2024-05-21,P1048,Beauty,Supplier D,173.11,2,West,Hyderabad,Ads,No,,
ORD100361,2024-03-14,2024-03-17,P1016,Home,Supplier D,1342.78,2,East,Delhi,Social Media,No,,
ORD100362,2024-02-05,2024-02-12,P1171,Fashion,Supplier A,1487.3,1,South,Bangalore,Organic,Yes,2024-02-13,Not as Described
ORD100363,2024-04-10,2024-04-18,P1157,Sports,Supplier A,101.66,1,East,Mumbai,Social Media,No,,
ORD100364,2024-06-04,2024-06-11,P1045,Sports,Supplier D,1325.53,3,West,Delhi,Ads,No,,
ORD100365,2024-09-11,2024-09-16,P1116,Fashion,Supplier C,778.96,4,North,Delhi,Email,Yes,2024-09-17,Late Delivery
ORD100366,2024-06-19,2024-06-24,P1005,Fashion,Supplier A,1360.71,2,South,Delhi,Organic,Yes,2024-06-26,Damaged
ORD100367,2024-08-03,2024-08-11,P1098,Fashion,Supplier A,861.27,1,North,Hyderabad,Email,No,,
ORD100368,2024-06-18,2024-06-27,P1123,Fashion,Supplier D,996.55,3,South,Kolkata,Organic,No,,
ORD100369,2024-09-08,2024-09-10,P1036,Electronics,Supplier D,820.23,3,North,Mumbai,Ads,Yes,2024-09-24,No Longer Needed
ORD100370,2024-12-25,2024-12-31,P1023,Sports,Supplier A,1298.09,2,South,Hyderabad,Organic,No,,
ORD100371,2024-11-17,2024-11-26,P1092,Electronics,Supplier D,1103.53,2,South,Hyderabad,Email,No,,
ORD100372,2024-02-24,2024-02-28,P1045,Beauty,Supplier A,786.68,3,East,Kolkata,Organic,No,,
ORD100373,2024-03-31,2024-04-07,P1180,Beauty,Supplier C,1303.56,1,North,Delhi,Ads,No,,
ORD100374,2024-10-04,2024-10-12,P1094,Sports,Supplier C,375.48,3,East,Kolkata,Organic,No,,
ORD100375,2024-04-10,2024-04-17,P1098,Beauty,Supplier A,244.44,4,East,Kolkata,Email,No,,
ORD100376,2024-06-03,2024-06-12,P1187,Fashion,Supplier A,249.0,4,North,Hyderabad,Ads,No,,
ORD100377,2024-12-14,2024-12-19,P1115,Electronics,Supplier B,507.67,2,South,Mumbai,Email,No,,
ORD100378,2024-12-29,2025-01-04,P1190,Fashion,Supplier B,365.65,1,East,Chennai,Organic,No,,
ORD100379,2024-05-20,2024-05-27,P1159,Beauty,Supplier D,1395.83,1,North,Kolkata,Social Media,Yes,2024-06-04,Wrong Item
ORD100380,2024-06-21,2024-06-25,P1160,Electronics,Supplier D,167.69,4,South,Kolkata,Email,No,,
ORD100381,2024-01-10,2024-01-15,P1066,Fashion,Supplier A,1051.5,3,East,Delhi,Organic,No,,
ORD100382,2024-08-15,2024-08-19,P1127,Sports,Supplier A,291.94,2,East,Delhi,Social Media,No,,
ORD100383,2024-09-21,2024-09-27,P1017,Fashion,Supplier B,1323.64,3,East,Hyderabad,Social Media,No,,
ORD100384,2024-09-04,2024-09-11,P1024,Beauty,Supplier B,1442.36,3,South,Delhi,Ads,Yes,2024-09-18,Damaged
ORD100385,2024-09-03,2024-09-06,P1053,Electronics,Supplier A,703.55,3,East,Bangalore,Social Media,No,,
ORD100386,2024-06-03,2024-06-12,P1057,Sports,Supplier C,1319.82,1,South,Kolkata,Email,No,,
ORD100387,2024-02-03,2024-02-10,P1066,Electronics,Supplier C,17.67,4,West,Delhi,Email,No,,
ORD100388,2024-05-08,2024-05-17,P1103,Sports,Supplier D,1231.72,1,East,Mumbai,Social Media,No,,
ORD100389,2024-06-08,2024-06-14,P1173,Electronics,Supplier A,350.65,4,West,Bangalore,Organic,No,,
ORD100390,2024-03-29,2024-04-05,P1023,Beauty,Supplier A,1363.96,2,North,Hyderabad,Email,No,,
ORD100391,2024-04-02,2024-04-11,P1113,Sports,Supplier D,11.67,2,East,Chennai,Email,No,,
ORD100392,2024-11-22,2024-11-30,P1031,Home,Supplier B,838.71,3,North,Kolkata,Ads,Yes,2024-12-10,Late Delivery
ORD100393,2024-08-28,2024-09-06,P1174,Electronics,Supplier B,1137.39,4,North,Kolkata,Organic,No,,
ORD100394,2024-11-18,2024-11-25,P1085,Electronics,Supplier C,395.45,4,North,Mumbai,Social Media,No,,
ORD100395,2024-04-26,2024-04-28,P1150,Fashion,Supplier A,297.77,4,West,Chennai,Organic,No,,
ORD100396,2024-04-03,2024-04-10,P1193,Sports,Supplier B,135.31,3,South,Chennai,Ads,No,,
ORD100397,2024-06-11,2024-06-18,P1126,Home,Supplier C,496.39,3,West,Hyderabad,Ads,No,,
ORD100398,2024-04-08,2024-04-17,P1154,Beauty,Supplier C,844.17,2,West,Hyderabad,Organic,No,,
ORD100399,2024-04-22,2024-04-26,P1129,Fashion,Supplier C,182.61,1,North,Bangalore,Ads,No,,
ORD100400,2024-12-24,2024-12-27,P1016,Home,Supplier B,571.28,4,East,Kolkata,Ads,No,,
ORD100401,2024-03-31,2024-04-04,P1103,Sports,Supplier B,23.52,4,South,Delhi,Ads,No,,
ORD100402,2024-12-11,2024-12-20,P1160,Home,Supplier A,1229.83,1,North,Hyderabad,Organic,Yes,2024-12-29,Late Delivery
ORD100403,2024-07-24,2024-07-28,P1136,Electronics,Supplier A,201.39,4,South,Mumbai,Ads,No,,
ORD100404,2024-01-17,2024-01-22,P1042,Electronics,Supplier C,432.18,3,West,Mumbai,Social Media,No,,
ORD100405,2024-09-30,2024-10-02,P1175,Fashion,Supplier C,37.46,3,South,Mumbai,Social Media,Yes,2024-10-07,Late Delivery
ORD100406,2024-06-21,2024-06-25,P1038,Sports,Supplier B,654.04,4,South,Hyderabad,Email,Yes,2024-06-27,Late Delivery
ORD100407,2024-04-25,2024-05-03,P1169,Sports,Supplier B,1261.78,3,East,Hyderabad,Social Media,No,,
ORD100408,2024-12-14,2024-12-20,P1025,Home,Supplier A,594.31,3,North,Mumbai,Email,No,,
ORD100409,2024-06-29,2024-07-07,P1098,Fashion,Supplier A,277.45,4,South,Hyderabad,Organic,No,,
ORD100410,2024-03-31,2024-04-06,P1049,Sports,Supplier D,1133.01,2,South,Delhi,Ads,No,,
ORD100411,2024-03-22,2024-03-29,P1152,Electronics,Supplier A,1185.32,1,West,Delhi,Social Media,No,,
ORD100412,2024-11-19,2024-11-24,P1151,Home,Supplier B,268.89,3,West,Bangalore,Email,No,,
ORD100413,2024-04-23,2024-04-25,P1012,Beauty,Supplier C,1158.57,2,South,Kolkata,Organic,Yes,2024-05-02,Size Issue
ORD100414,2024-09-13,2024-09-21,P1059,Electronics,Supplier D,1421.47,3,North,Delhi,Email,No,,
ORD100415,2024-02-27,2024-02-29,P1134,Fashion,Supplier A,257.9,3,South,Bangalore,Ads,No,,
ORD100416,2024-06-02,2024-06-10,P1056,Sports,Supplier A,1158.77,1,South,Chennai,Social Media,No,,
ORD100417,2024-12-30,2025-01-06,P1035,Electronics,Supplier B,1065.77,3,East,Kolkata,Organic,No,,
ORD100418,2024-04-25,2024-05-01,P1172,Beauty,Supplier D,715.63,1,North,Delhi,Email,No,,
ORD100419,2024-12-08,2024-12-11,P1019,Beauty,Supplier A,96.3,1,East,Chennai,Organic,Yes,2024-12-19,Wrong Item
ORD100420,2024-09-22,2024-09-27,P1064,Fashion,Supplier C,121.29,1,North,Bangalore,Email,No,,
ORD100421,2024-11-10,2024-11-18,P1007,Electronics,Supplier B,1280.1,2,North,Delhi,Email,No,,
ORD100422,2024-07-21,2024-07-29,P1143,Home,Supplier D,1485.32,4,North,Delhi,Ads,No,,
ORD100423,2024-02-10,2024-02-17,P1141,Electronics,Supplier A,1017.32,2,East,Hyderabad,Ads,Yes,2024-02-29,No Longer Needed
ORD100424,2024-04-14,2024-04-19,P1114,Beauty,Supplier A,674.48,4,East,Chennai,Email,No,,
ORD100425,2024-07-11,2024-07-17,P1142,Fashion,Supplier D,974.88,4,East,Delhi,Social Media,No,,
ORD100426,2024-10-04,2024-10-10,P1091,Fashion,Supplier B,895.65,1,West,Mumbai,Organic,Yes,2024-10-17,Late Delivery
ORD100427,2024-12-19,2024-12-27,P1097,Home,Supplier D,581.58,3,East,Hyderabad,Organic,No,,
ORD100428,2024-08-24,2024-08-27,P1065,Fashion,Supplier D,107.78,1,West,Hyderabad,Ads,No,,
ORD100429,2024-08-08,2024-08-11,P1031,Fashion,Supplier B,1234.05,3,West,Delhi,Social Media,No,,
ORD100430,2024-03-08,2024-03-10,P1190,Fashion,Supplier A,564.03,4,West,Hyderabad,Email,No,,
ORD100431,2024-07-15,2024-07-20,P1085,Fashion,Supplier C,1229.99,1,South,Kolkata,Ads,No,,
ORD100432,2024-09-12,2024-09-17,P1050,Fashion,Supplier B,386.24,3,South,Chennai,Email,No,,
ORD100433,2024-05-18,2024-05-24,P1152,Beauty,Supplier C,11.53,2,South,Kolkata,Email,No,,
ORD100434,2024-11-07,2024-11-09,P1185,Electronics,Supplier A,246.82,3,West,Bangalore,Ads,No,,
ORD100435,2024-05-28,2024-06-04,P1062,Sports,Supplier D,708.12,1,West,Kolkata,Social Media,No,,
ORD100436,2024-04-08,2024-04-13,P1189,Fashion,Supplier C,1417.01,2,North,Mumbai,Organic,Yes,2024-04-27,Late Delivery
ORD100437,2024-03-16,2024-03-18,P1124,Sports,Supplier A,162.27,3,West,Hyderabad,Ads,Yes,2024-03-25,Not as Described
ORD100438,2024-10-08,2024-10-10,P1149,Sports,Supplier A,1282.77,3,South,Hyderabad,Social Media,No,,
ORD100439,2024-04-18,2024-04-26,P1057,Beauty,Supplier D,795.27,3,West,Mumbai,Email,No,,
ORD100440,2024-07-06,2024-07-12,P1057,Fashion,Supplier D,1240.62,3,West,Hyderabad,Ads,Yes,2024-07-24,Wrong Item
ORD100441,2024-07-17,2024-07-19,P1085,Sports,Supplier A,454.58,3,North,Kolkata,Organic,No,,
ORD100442,2024-10-29,2024-11-07,P1048,Fashion,Supplier A,1261.52,2,West,Bangalore,Organic,No,,
ORD100443,2024-11-22,2024-11-25,P1179,Home,Supplier C,1161.51,4,East,Delhi,Email,No,,
ORD100444,2024-06-02,2024-06-11,P1169,Home,Supplier A,352.78,2,North,Mumbai,Ads,No,,
ORD100445,2024-02-09,2024-02-12,P1069,Home,Supplier A,205.69,2,West,Kolkata,Organic,No,,
ORD100446,2024-05-12,2024-05-16,P1014,Sports,Supplier C,1303.4,2,West,Kolkata,Ads,No,,
ORD100447,2024-05-11,2024-05-17,P1053,Home,Supplier B,1445.22,4,North,Kolkata,Organic,No,,
ORD100448,2024-10-05,2024-10-13,P1187,Beauty,Supplier C,56.64,1,West,Delhi,Email,No,,
ORD100449,2024-12-27,2025-01-03,P1100,Beauty,Supplier C,1099.59,4,South,Chennai,Email,No,,
ORD100450,2024-03-24,2024-04-02,P1007,Sports,Supplier D,1365.19,2,East,Hyderabad,Ads,No,,
ORD100451,2024-08-29,2024-09-07,P1052,Fashion,Supplier C,1287.47,3,East,Hyderabad,Social Media,No,,
ORD100452,2024-04-25,2024-04-29,P1059,Electronics,Supplier A,1447.14,3,South,Bangalore,Social Media,No,,
ORD100453,2024-04-18,2024-04-21,P1107,Fashion,Supplier A,1142.54,2,West,Chennai,Email,No,,
ORD100454,2024-08-08,2024-08-16,P1004,Fashion,Supplier A,669.03,3,West,Hyderabad,Organic,Yes,2024-08-30,Damaged
ORD100455,2024-02-10,2024-02-14,P1102,Fashion,Supplier B,474.81,2,East,Bangalore,Social Media,No,,
ORD100456,2024-05-26,2024-06-01,P1195,Fashion,Supplier A,487.91,3,West,Bangalore,Email,Yes,2024-06-06,Wrong Item
ORD100457,2024-04-21,2024-04-29,P1005,Electronics,Supplier B,1089.39,4,East,Kolkata,Organic,No,,
ORD100458,2024-04-12,2024-04-18,P1108,Home,Supplier A,1121.3,1,East,Mumbai,Organic,No,,
ORD100459,2024-02-15,2024-02-17,P1115,Fashion,Supplier C,308.54,1,South,Kolkata,Social Media,No,,
ORD100460,2024-11-19,2024-11-24,P1093,Beauty,Supplier D,1303.5,4,East,Delhi,Email,No,,
ORD100461,2024-09-27,2024-09-29,P1046,Sports,Supplier A,1075.24,4,West,Hyderabad,Organic,Yes,2024-10-01,Wrong Item
ORD100462,2024-07-13,2024-07-19,P1098,Sports,Supplier B,848.5,2,West,Bangalore,Organic,No,,
ORD100463,2024-10-06,2024-10-15,P1054,Beauty,Supplier B,712.58,2,North,Mumbai,Ads,No,,
ORD100464,2024-10-09,2024-10-17,P1167,Fashion,Supplier D,819.42,2,West,Hyderabad,Ads,No,,
ORD100465,2024-02-09,2024-02-12,P1051,Electronics,Supplier A,247.28,3,North,Bangalore,Social Media,No,,
ORD100466,2024-07-07,2024-07-14,P1143,Home,Supplier C,313.51,2,East,Bangalore,Ads,No,,
